"O arquivo deve ser salvo em CSV separado por ""pronto e virgula"". Caso tenha ""ponto e virgula"" no nome, resumo ou descrição do produto, é necessário que faça a substituição dele pela string [pontovirgula] antes de salvar o CSV.",,,,,,,,,,,,
REF,Nome,Slug,Descricao,Resumo,Preco,PrecoPromocao,Peso,Quantidade,Altura,Largura,Profundidade,"GerenciarEstoque
"
2096,ESTERILIZADOR A VAPOR DE MICROONDAS AVENT ,,"Esterilizados para Microondas Avent 
Largura: 28,00 cm
Altura: 29,00 cm
Profundidade: 51,00 cm
Peso: 317,00 g
0% Bisfenol A 
Isento de bisfenol A.
","A esterilização protege o bebê de bactérias prejudiciais à saúde até que o sistema imunológico da criança fique forte o bastante. Os Esterilizadores Philips AVENT usam o método hospitalar de esterilização a vapor, que é rápido, fácil, eficiente e não utiliza produtos químicos, mata 99,9% dos germes.

Os itens permanecerão esterilizados por 24 horas se a tampa for mantida fechada. Compatível com todos os produtos Philips AVENT fica pronto em dois minutos! Basta acrescentar água, inserir os itens e colocar no microondas. A duração exata do ciclo dependerá do consumo de energia em watts do microondas: 2 min. a 1.100-1.850 watts, 4 min. a 850-1.000 watts, 6 min. a 500-850 watts.

Os clipes fecham a tampa com segurança - O esterilizador para microondas dispõe de clipes na lateral para proporcionar segurança extra. Os clipes fecham firmemente a tampa para que a água quente não vaze quando você retirar o esterilizador do microondas.

As alças laterais também foram projetadas para permanecerem frias e ajudar você a manusear o esterilizador com segurança","119,9","119,9",,5,,,,1
2210,EXTRATOR  MANUAL LEITE LINHA PETALA AVENT ,,"Conteúdo da embalagem: 1 Extrator de Leite e Acessórios
Garantia: defeito de fabricação
Produto importado
Fotos ilustrativas","Quando a mamãe está relaxada e confortável o leite flui com mais facilidade, pensando nisso a Philips Avent criou o Extrator de Leite Manual Pétala. Seu design permite que a mamãe sente-se de forma reta ficando mais confortável para esse momento. Possui pétalas massageadoras aveludadas que aquecem a pele e garante um estímulo do fluxo de leite mais suave e confortável. O extrator possui design leve e compacto que facilita sua colocação no seio e cabo com formato ergonômico, assim a mamãe terá controle na hora da extração. A montagem do produto é fácil às peças são fáceis de combinar e limpar. E ainda acompanha um bico com formato do seio. 
 
• Características 
Composição: plástico livre e bisfenol A
Dimensões embalagem (LxCxE): 9 x 20 x 23 cm","189,9","189,9",,5,,,,1
1642,KIT COMPLETO DE ALIMENTACAO AVENT ,,"Conteúdo: 1 prato grande com divisória, 1 prato médio,1 prato grande, 1 garfo e 1 colher;
- Ideal para micro-ondas (exceto os talheres);
- Garantia: Defeito de fabricação;
- Composição: Polipropileno e Silicone;
- Tigela pequena: 14x14x4cm; Tigela grande: 17,5x17,5x4,3; Prato com divisórias: 22,6x22,6x2,2cm; Colher: 14x2,8x1,8cm; Garfo: 15,2x2,5x1,5cm.","Kit Completo para Alimentação de Bebês (6 Meses+) - Avent Philips

A hora da papinha do seu bebê ficará muito mais divertida e saborosa. Esse conjunto prático traz tigelas, prato e talheres com design educativo a fim de favorecer a aprendizagem. Com esse lindo jogo decorado, seu filho vai aprender a se alimentar sozinho.
Além disso, esses utensílios infantis possuem base antideslizante para evitar derramamento de alimentos. Os talheres são fáceis de segurar e ideais para as mãozinhas dos pequenos. Produto próprio para lava-louças. Também pode ser levado ao micro-ondas. Livre de Bifenol A (BPA). Dê o melhor ao seu filho!
Principais Características
- Colher e garfo fundos;
- Base antideslizante;
- Próprio para lava-louças;
- Sem BPA.","169,9","169,9",,5,,,,1
2210,KIT DE COPOS COM TAMPA PARA ARMAZENAMENTO DE LEITE/ PAPINHA  INCOLOR AVENT,,"Sistema giratório à prova de vazamento; Ideal para armazenar e transportar; Para uso na geladeira/freezer. O Kit de Copos Philips AVENT é perfeito para levar a todos os lugares, já que não vaza. Fácil de organizar e armazenar, é compatível com todos os bicos e extratores de leite Philips AVENT (vendidos separadamente). E mais! Sua matéria-prima é apropriada para lava-louças","O Kit de Copos para Armazenamento Philips Avent é versátil, compacto e foi desenvolvido pensando no crescimento do seu filho. Use o mesmo copo para armazenar o leite materno e a papinha do bebê. Ele é compatível com todos os bicos e extratores de leite Philips Avent.

Fácil de organizar: copos fáceis de identificar ajudam a visualizar as datas e o conteúdo.
Tampa antivazamento, para armazenamento e transporte seguro.
Os copos Philips Avent podem ser armazenados na geladeira ou no freezer e são próprios para lava-louças.
10 unidades copos com tampa.
2 adaptadores para o extrator de leite.
180 mls.","89,9","89,9",,5,,,,1
3935,MAMADEIRA AVENT PETALA ELEFANTE VERDE C/ AZUL  260ML,,"Capacidade de 260 ml
Livre de BPA
Bico macio e flexível
Ergonômica e de bocal largo que facilita seu preenchimento e limpeza
","A Mamadeira pétala elefante azul e verde 260ml Philips Avent​ ajuda tornar a amamentação mais natural: para você e seu bebê. Ela conta com um design inovador de pétala para que o bebê possa abocanhá-lo como se fosse o seio, facilitando a amamentação pelo seio e pela mamadeira.

Graças ao design exclusivo, a mamadeira é fácil de segurar em qualquer direção até mesmo para as mãozinhas do bebê: garantindo mais conforto.
As pétalas na parte interna do bico proporcionam maciez e flexibilidade sem contrair o bico. Uma amamentação mais confortável e agradável para o seu bebê.
A nova mamadeira Pétala Philips AVENT é compatível com a linha Philips AVENT, exceto com as mamadeiras e os copos com alça Clássicos. Recomenda-se usar as mamadeiras Pétala apenas com bicos Pétala.
O bico possui o sistema avançado anti-cólica. A inovadora válvula dupla reduz a cólica e o desconforto ventilando ar para dentro da mamadeira ao invés da barriga do bebê.
Contém 1 unidade.
""O Ministério da Saúde adverte: a criança que mama no peito não necessita de mamadeira, bico, ou chupeta. O uso de mamadeira, bico ou chupeta prejudica a amamentação e seu uso prolongado, prejudica a dentição e a fala da criança"". 

""O Ministério da Saúde informa: O aleitamento materno evita infecções e alergias e é recomendado até os 2 (dois) anos de idade ou mais. Após os 6 (seis) meses de idade continue amamentando seu filho e ofereça novos alimentos"".

Produto possui certificado do INMETRO 

 ","59,9","59,9",,5,,,,1
3934,MAMADEIRA AVENT PETALA ELEFANTE ROSA C/ ROXO 260ML,,"Capacidade de 260 ml
Livre de BPA
Bico macio e flexível
Ergonômica e de bocal largo que facilita seu preenchimento e limpeza
","A Mamadeira pétala elefante rosa 260ml Philips Avent​ ajuda tornar a amamentação mais natural: para você e seu bebê. Ela conta com um design inovador de pétala para que o bebê possa abocanhá-lo como se fosse o seio, facilitando a amamentação pelo seio e pela mamadeira.

Graças ao design exclusivo, a mamadeira é fácil de segurar em qualquer direção até mesmo para as mãozinhas do bebê: garantindo mais conforto.
As pétalas na parte interna do bico proporcionam maciez e flexibilidade sem contrair o bico. Uma amamentação mais confortável e agradável para o seu bebê.
A nova mamadeira Pétala Philips AVENT é compatível com a linha Philips AVENT, exceto com as mamadeiras e os copos com alça Clássicos. Recomenda-se usar as mamadeiras Pétala apenas com bicos Pétala.
O bico possui o sistema avançado anti-cólica. A inovadora válvula dupla reduz a cólica e o desconforto ventilando ar para dentro da mamadeira ao invés da barriga do bebê.
Contém 1 unidade.
""O Ministério da Saúde adverte: a criança que mama no peito não necessita de mamadeira, bico, ou chupeta. O uso de mamadeira, bico ou chupeta prejudica a amamentação e seu uso prolongado, prejudica a dentição e a fala da criança"". 

""O Ministério da Saúde informa: O aleitamento materno evita infecções e alergias e é recomendado até os 2 (dois) anos de idade ou mais. Após os 6 (seis) meses de idade continue amamentando seu filho e ofereça novos alimentos"".

Produto possui certificado do INMETRO ","64,9","64,9",,5,,,,1
3765,MAMADEIRA  AVENT PETALA ROSA C/ FLORES 260ML,,"Capacidade de 260 ml
Livre de BPA
Bico macio e flexível
Ergonômica e de bocal largo que facilita seu preenchimento e limpeza
","Mamadeira pétala rosa com flores 260ml Philips Avent

A Mamadeira pétala rosa com flores 260ml Philips Avent​ ajuda tornar a amamentação mais natural: para você e seu bebê. Ela conta com um design inovador de pétala para que o bebê possa abocanhá-lo como se fosse o seio, facilitando a amamentação pelo seio e pela mamadeira.

Graças ao design exclusivo, a mamadeira é fácil de segurar em qualquer direção até mesmo para as mãozinhas do bebê: garantindo mais conforto.
As pétalas na parte interna do bico proporcionam maciez e flexibilidade sem contrair o bico. Uma amamentação mais confortável e agradável para o seu bebê.
A nova mamadeira Pétala Philips AVENT é compatível com a linha Philips AVENT, exceto com as mamadeiras e os copos com alça Clássicos. Recomenda-se usar as mamadeiras Pétala apenas com bicos Pétala.
O bico possui o sistema avançado anti-cólica. A inovadora válvula dupla reduz a cólica e o desconforto ventilando ar para dentro da mamadeira ao invés da barriga do bebê.
""O Ministério da Saúde adverte: a criança que mama no peito não necessita de mamadeira, bico, ou chupeta. O uso de mamadeira, bico ou chupeta prejudica a amamentação e seu uso prolongado, prejudica a dentição e a fala da criança"". 

""O Ministério da Saúde informa: O aleitamento materno evita infecções e alergias e é recomendado até os 2 (dois) anos de idade ou mais. Após os 6 (seis) meses de idade continue amamentando seu filho e ofereça novos alimentos"".

Produto possui certificado do INMETRO 

 ","64,9","64,9",,5,,,,1
3766,MAMADEIRA AVENT PETALAS AZUL C/ MACAQUINHOS 260ML,,"Capacidade de 260 ml
Livre de BPA
Bico macio e flexível
Ergonômica e de bocal largo que facilita seu preenchimento e limpeza
"," Mamadeira pétala azul macacos 260ml Philips Avent​ ajuda tornar a amamentação mais natural: para você e seu bebê. Ela conta com um design inovador de pétala para que o bebê possa abocanhá-lo como se fosse o seio, facilitando a amamentação pelo seio e pela mamadeira.

Graças ao design exclusivo, a mamadeira é fácil de segurar em qualquer direção até mesmo para as mãozinhas do bebê: garantindo mais conforto.
As pétalas na parte interna do bico proporcionam maciez e flexibilidade sem contrair o bico. Uma amamentação mais confortável e agradável para o seu bebê.
A nova mamadeira Pétala Philips AVENT é compatível com a linha Philips AVENT, exceto com as mamadeiras e os copos com alça Clássicos. Recomenda-se usar as mamadeiras Pétala apenas com bicos Pétala.
O bico possui o sistema avançado anti-cólica. A inovadora válvula dupla reduz a cólica e o desconforto ventilando ar para dentro da mamadeira ao invés da barriga do bebê.
""O Ministério da Saúde adverte: a criança que mama no peito não necessita de mamadeira, bico, ou chupeta. O uso de mamadeira, bico ou chupeta prejudica a amamentação e seu uso prolongado, prejudica a dentição e a fala da criança"". 

""O Ministério da Saúde informa: O aleitamento materno evita infecções e alergias e é recomendado até os 2 (dois) anos de idade ou mais. Após os 6 (seis) meses de idade continue amamentando seu filho e ofereça novos alimentos"".

Produto possui certificado do INMETRO ","64,9","64,9",,5,,,,1
2214,MAMADEIRA AVENT PETALA TRANSPARENTE  260ML,,"Capacidade de 260 ml
Livre de BPA
Bico macio e flexível
Ergonômica e de bocal largo que facilita seu preenchimento e limpeza
","A mamadeira pétala 260ml Philips Avent ajuda tornar a amamentação mais natural: para você e seu bebê. Ela conta com um design inovador de pétala para que o bebê possa abocanhá-lo como se fosse o seio, facilitando a amamentação pelo seio e pela mamadeira.

Graças ao design exclusivo, a mamadeira é fácil de segurar em qualquer direção até mesmo para as mãozinhas do bebê: garantindo mais conforto.
As pétalas na parte interna do bico proporcionam maciez e flexibilidade sem contrair o bico. Uma amamentação mais confortável e agradável para o seu bebê.
A nova mamadeira Pétala Philips AVENT é compatível com a linha Philips AVENT, exceto com as mamadeiras e os copos com alça Clássicos. Recomenda-se usar as mamadeiras Pétala apenas com bicos Pétala.
O bico possui o sistema avançado anti-cólica. A inovadora válvula dupla reduz a cólica e o desconforto ventilando ar para dentro da mamadeira ao invés da barriga do bebê.
""O Ministério da Saúde adverte: a criança que mama no peito não necessita de mamadeira, bico, ou chupeta. O uso de mamadeira, bico ou chupeta prejudica a amamentação e seu uso prolongado, prejudica a dentição e a fala da criança"". 

""O Ministério da Saúde informa: O aleitamento materno evita infecções e alergias e é recomendado até os 2 (dois) anos de idade ou mais. Após os 6 (seis) meses de idade continue amamentando seu filho e ofereça novos alimentos"".

Produto possui certificado do INMETRO 

 ","64,9","64,9",,5,,,,1
2215,MAMADEIRA AVENT PETALA TRANSPARENTE  125ML,,"Capacidade de 260 ml
Livre de BPA
Bico macio e flexível
Ergonômica e de bocal largo que facilita seu preenchimento e limpeza
","A mamadeira pétala 125ml Philips Avent ajuda tornar a amamentação mais natural: para você e seu bebê. Ela conta com um design inovador de pétala para que o bebê possa abocanhá-lo como se fosse o seio, facilitando a amamentação pelo seio e pela mamadeira.

Graças ao design exclusivo, a mamadeira é fácil de segurar em qualquer direção até mesmo para as mãozinhas do bebê: garantindo mais conforto.
As pétalas na parte interna do bico proporcionam maciez e flexibilidade sem contrair o bico. Uma amamentação mais confortável e agradável para o seu bebê.
A nova mamadeira Pétala Philips AVENT é compatível com a linha Philips AVENT, exceto com as mamadeiras e os copos com alça Clássicos. Recomenda-se usar as mamadeiras Pétala apenas com bicos Pétala.
O bico possui o sistema avançado anti-cólica. A inovadora válvula dupla reduz a cólica e o desconforto ventilando ar para dentro da mamadeira ao invés da barriga do bebê.
""O Ministério da Saúde adverte: a criança que mama no peito não necessita de mamadeira, bico, ou chupeta. O uso de mamadeira, bico ou chupeta prejudica a amamentação e seu uso prolongado, prejudica a dentição e a fala da criança"". 

""O Ministério da Saúde informa: O aleitamento materno evita infecções e alergias e é recomendado até os 2 (dois) anos de idade ou mais. Após os 6 (seis) meses de idade continue amamentando seu filho e ofereça novos alimentos"".

Produto possui certificado do INMETRO 

 ","59,9","59,9",,5,,,,1
2557,MAMADEIRA AVENT PETALA TRANSPARENTE  330ML,,"Capacidade de 260 ml
Livre de BPA
Bico macio e flexível
Ergonômica e de bocal largo que facilita seu preenchimento e limpeza
","A mamadeira pétala 125ml Philips Avent ajuda tornar a amamentação mais natural: para você e seu bebê. Ela conta com um design inovador de pétala para que o bebê possa abocanhá-lo como se fosse o seio, facilitando a amamentação pelo seio e pela mamadeira.

Graças ao design exclusivo, a mamadeira é fácil de segurar em qualquer direção até mesmo para as mãozinhas do bebê: garantindo mais conforto.
As pétalas na parte interna do bico proporcionam maciez e flexibilidade sem contrair o bico. Uma amamentação mais confortável e agradável para o seu bebê.
A nova mamadeira Pétala Philips AVENT é compatível com a linha Philips AVENT, exceto com as mamadeiras e os copos com alça Clássicos. Recomenda-se usar as mamadeiras Pétala apenas com bicos Pétala.
O bico possui o sistema avançado anti-cólica. A inovadora válvula dupla reduz a cólica e o desconforto ventilando ar para dentro da mamadeira ao invés da barriga do bebê.
""O Ministério da Saúde adverte: a criança que mama no peito não necessita de mamadeira, bico, ou chupeta. O uso de mamadeira, bico ou chupeta prejudica a amamentação e seu uso prolongado, prejudica a dentição e a fala da criança"". 

""O Ministério da Saúde informa: O aleitamento materno evita infecções e alergias e é recomendado até os 2 (dois) anos de idade ou mais. Após os 6 (seis) meses de idade continue amamentando seu filho e ofereça novos alimentos"".

Produto possui certificado do INMETRO 

 ","69,9","69,9",,5,,,,1
1248,PRATO INFANTIL COM DIVISÓRIAS BRANCO AVENT,,"Indicação: 12 meses ou mais
Base antideslizante: evita que o alimento derrame
Divisórias de prato para separar os alimentos
Pode levar ao microondas e lava-louças
","O Prato Infantil Com Divisórias Branco Avent traz a praticidade que os pequenos merecem! Principais Características: Estampado; 3 Divisórias; Base antideslizante; Utilizável em micro-ondas e lava-louças; Fabricado em polipropileno. Ideal para as refeições dos baixinhos, este prato da Avent vem com base que o mantém no lugar, evitando quedas. Com separações que auxiliam a introdução de novos alimentos, é superprático, podendo ser utilizado tanto no micro-ondas, quanto no lava-louças.","49,9","49,9",,5,,,,1
1249,MOCHILA SKIP HOP ABELHA,,"Estrutura em lona;
Fabricado em tecido 100% poliéster;Revestimento interno em poliéster; 
Fecho em zíper; 
Bolso frontal com compartimento interno enredado;
Bolso lateral com ajuste em elástico;Alças ajustáveis e acolchoadas; 
Puxadores personalizados; 
Livre de Phtalato, PVC e BPA;
Indicado para crianças com idade acima de 3 anos;
Medidas da mochila: 29,2 x 25,4 cm  (A-L); 
Peso da mochila: 300 g.
","Os pequenos vão adorar a Mochila Zoo da Skip Hop! 
Em formato interativo de bichinho já que toda criança adora animais. E se estes bichinhos se juntassem aos pequenos na escola? Pensando nisso, a Skip Hop trouxe a Mochila Zoo da Skip Hop. Confeccionado em lona, o acessório é resistente e super fácil de limpar. Os fechos em zíper dão mais praticidade no manuseio pela criançada, e os bolsos, frontal e lateral, facilitam no armazenamento de objetos mais importantes e urgentes. Livre de Ftalatos, PVC e BPA, não traz riscos à saúde da meninada. É a Companhia perfeita para os pimpolhos, possui formato de animalzinho com partes em relevo e acolchoadas que permitem a interatividade e muito mais diversão
","159,9","159,9",,5,,,,1
1250,MOCHILA SKIP HOP BORBOLETA,,"Estrutura em lona;
Fabricado em tecido 100% poliéster;Revestimento interno em poliéster; 
Fecho em zíper; 
Bolso frontal com compartimento interno enredado;
Bolso lateral com ajuste em elástico;Alças ajustáveis e acolchoadas; 
Puxadores personalizados; 
Livre de Phtalato, PVC e BPA;
Indicado para crianças com idade acima de 3 anos;
Medidas da mochila: 29,2 x 25,4 cm  (A-L); 
Peso da mochila: 300 g.
","Os pequenos vão adorar a Mochila Zoo da Skip Hop! 
Em formato interativo de bichinho já que toda criança adora animais. E se estes bichinhos se juntassem aos pequenos na escola? Pensando nisso, a Skip Hop trouxe a Mochila Zoo da Skip Hop. Confeccionado em lona, o acessório é resistente e super fácil de limpar. Os fechos em zíper dão mais praticidade no manuseio pela criançada, e os bolsos, frontal e lateral, facilitam no armazenamento de objetos mais importantes e urgentes. Livre de Ftalatos, PVC e BPA, não traz riscos à saúde da meninada. É a Companhia perfeita para os pimpolhos, possui formato de animalzinho com partes em relevo e acolchoadas que permitem a interatividade e muito mais diversão
","159,9","159,9",,5,,,,1
1251,MOCHILA SKIP HOP UNICORNIO,,"Estrutura em lona;
Fabricado em tecido 100% poliéster;Revestimento interno em poliéster; 
Fecho em zíper; 
Bolso frontal com compartimento interno enredado;
Bolso lateral com ajuste em elástico;Alças ajustáveis e acolchoadas; 
Puxadores personalizados; 
Livre de Phtalato, PVC e BPA;
Indicado para crianças com idade acima de 3 anos;
Medidas da mochila: 29,2 x 25,4 cm  (A-L); 
Peso da mochila: 300 g.
","Os pequenos vão adorar a Mochila Zoo da Skip Hop! 
Em formato interativo de bichinho já que toda criança adora animais. E se estes bichinhos se juntassem aos pequenos na escola? Pensando nisso, a Skip Hop trouxe a Mochila Zoo da Skip Hop. Confeccionado em lona, o acessório é resistente e super fácil de limpar. Os fechos em zíper dão mais praticidade no manuseio pela criançada, e os bolsos, frontal e lateral, facilitam no armazenamento de objetos mais importantes e urgentes. Livre de Ftalatos, PVC e BPA, não traz riscos à saúde da meninada. É a Companhia perfeita para os pimpolhos, possui formato de animalzinho com partes em relevo e acolchoadas que permitem a interatividade e muito mais diversão
","159,9","159,9",,5,,,,1
1252,MOCHILA SKIP HOP JOANINHA,,"Estrutura em lona;
Fabricado em tecido 100% poliéster;Revestimento interno em poliéster; 
Fecho em zíper; 
Bolso frontal com compartimento interno enredado;
Bolso lateral com ajuste em elástico;Alças ajustáveis e acolchoadas; 
Puxadores personalizados; 
Livre de Phtalato, PVC e BPA;
Indicado para crianças com idade acima de 3 anos;
Medidas da mochila: 29,2 x 25,4 cm  (A-L); 
Peso da mochila: 300 g.
","Os pequenos vão adorar a Mochila Zoo da Skip Hop! 
Em formato interativo de bichinho já que toda criança adora animais. E se estes bichinhos se juntassem aos pequenos na escola? Pensando nisso, a Skip Hop trouxe a Mochila Zoo da Skip Hop. Confeccionado em lona, o acessório é resistente e super fácil de limpar. Os fechos em zíper dão mais praticidade no manuseio pela criançada, e os bolsos, frontal e lateral, facilitam no armazenamento de objetos mais importantes e urgentes. Livre de Ftalatos, PVC e BPA, não traz riscos à saúde da meninada. É a Companhia perfeita para os pimpolhos, possui formato de animalzinho com partes em relevo e acolchoadas que permitem a interatividade e muito mais diversão
","159,9","159,9",,5,,,,1
1253,MOCHILA SKIP HOP CACHORRO,,"Estrutura em lona;
Fabricado em tecido 100% poliéster;Revestimento interno em poliéster; 
Fecho em zíper; 
Bolso frontal com compartimento interno enredado;
Bolso lateral com ajuste em elástico;Alças ajustáveis e acolchoadas; 
Puxadores personalizados; 
Livre de Phtalato, PVC e BPA;
Indicado para crianças com idade acima de 3 anos;
Medidas da mochila: 29,2 x 25,4 cm  (A-L); 
Peso da mochila: 300 g.
","Os pequenos vão adorar a Mochila Zoo da Skip Hop! 
Em formato interativo de bichinho já que toda criança adora animais. E se estes bichinhos se juntassem aos pequenos na escola? Pensando nisso, a Skip Hop trouxe a Mochila Zoo da Skip Hop. Confeccionado em lona, o acessório é resistente e super fácil de limpar. Os fechos em zíper dão mais praticidade no manuseio pela criançada, e os bolsos, frontal e lateral, facilitam no armazenamento de objetos mais importantes e urgentes. Livre de Ftalatos, PVC e BPA, não traz riscos à saúde da meninada. É a Companhia perfeita para os pimpolhos, possui formato de animalzinho com partes em relevo e acolchoadas que permitem a interatividade e muito mais diversão
","159,9","159,9",,5,,,,1
1254,MOCHILA SKIP HOP MACACO,,"Estrutura em lona;
Fabricado em tecido 100% poliéster;Revestimento interno em poliéster; 
Fecho em zíper; 
Bolso frontal com compartimento interno enredado;
Bolso lateral com ajuste em elástico;Alças ajustáveis e acolchoadas; 
Puxadores personalizados; 
Livre de Phtalato, PVC e BPA;
Indicado para crianças com idade acima de 3 anos;
Medidas da mochila: 29,2 x 25,4 cm  (A-L); 
Peso da mochila: 300 g.
","Os pequenos vão adorar a Mochila Zoo da Skip Hop! 
Em formato interativo de bichinho já que toda criança adora animais. E se estes bichinhos se juntassem aos pequenos na escola? Pensando nisso, a Skip Hop trouxe a Mochila Zoo da Skip Hop. Confeccionado em lona, o acessório é resistente e super fácil de limpar. Os fechos em zíper dão mais praticidade no manuseio pela criançada, e os bolsos, frontal e lateral, facilitam no armazenamento de objetos mais importantes e urgentes. Livre de Ftalatos, PVC e BPA, não traz riscos à saúde da meninada. É a Companhia perfeita para os pimpolhos, possui formato de animalzinho com partes em relevo e acolchoadas que permitem a interatividade e muito mais diversão
","159,9","159,9",,5,,,,1
1255,MOCHILA SKIP HOP GIRAFA,,"Estrutura em lona;
Fabricado em tecido 100% poliéster;Revestimento interno em poliéster; 
Fecho em zíper; 
Bolso frontal com compartimento interno enredado;
Bolso lateral com ajuste em elástico;Alças ajustáveis e acolchoadas; 
Puxadores personalizados; 
Livre de Phtalato, PVC e BPA;
Indicado para crianças com idade acima de 3 anos;
Medidas da mochila: 29,2 x 25,4 cm  (A-L); 
Peso da mochila: 300 g.
","Os pequenos vão adorar a Mochila Zoo da Skip Hop! 
Em formato interativo de bichinho já que toda criança adora animais. E se estes bichinhos se juntassem aos pequenos na escola? Pensando nisso, a Skip Hop trouxe a Mochila Zoo da Skip Hop. Confeccionado em lona, o acessório é resistente e super fácil de limpar. Os fechos em zíper dão mais praticidade no manuseio pela criançada, e os bolsos, frontal e lateral, facilitam no armazenamento de objetos mais importantes e urgentes. Livre de Ftalatos, PVC e BPA, não traz riscos à saúde da meninada. É a Companhia perfeita para os pimpolhos, possui formato de animalzinho com partes em relevo e acolchoadas que permitem a interatividade e muito mais diversão
","159,9","159,9",,5,,,,1
1256,MOCHILA SKIP HOP VACA,,"Estrutura em lona;
Fabricado em tecido 100% poliéster;Revestimento interno em poliéster; 
Fecho em zíper; 
Bolso frontal com compartimento interno enredado;
Bolso lateral com ajuste em elástico;Alças ajustáveis e acolchoadas; 
Puxadores personalizados; 
Livre de Phtalato, PVC e BPA;
Indicado para crianças com idade acima de 3 anos;
Medidas da mochila: 29,2 x 25,4 cm  (A-L); 
Peso da mochila: 300 g.
","Os pequenos vão adorar a Mochila Zoo da Skip Hop! 
Em formato interativo de bichinho já que toda criança adora animais. E se estes bichinhos se juntassem aos pequenos na escola? Pensando nisso, a Skip Hop trouxe a Mochila Zoo da Skip Hop. Confeccionado em lona, o acessório é resistente e super fácil de limpar. Os fechos em zíper dão mais praticidade no manuseio pela criançada, e os bolsos, frontal e lateral, facilitam no armazenamento de objetos mais importantes e urgentes. Livre de Ftalatos, PVC e BPA, não traz riscos à saúde da meninada. É a Companhia perfeita para os pimpolhos, possui formato de animalzinho com partes em relevo e acolchoadas que permitem a interatividade e muito mais diversão
","159,9","159,9",,5,,,,1
1257,MOCHILA SKIOP HOP GUAXIMIM,,"Estrutura em lona;
Fabricado em tecido 100% poliéster;Revestimento interno em poliéster; 
Fecho em zíper; 
Bolso frontal com compartimento interno enredado;
Bolso lateral com ajuste em elástico;Alças ajustáveis e acolchoadas; 
Puxadores personalizados; 
Livre de Phtalato, PVC e BPA;
Indicado para crianças com idade acima de 3 anos;
Medidas da mochila: 29,2 x 25,4 cm  (A-L); 
Peso da mochila: 300 g.
","Os pequenos vão adorar a Mochila Zoo da Skip Hop! 
Em formato interativo de bichinho já que toda criança adora animais. E se estes bichinhos se juntassem aos pequenos na escola? Pensando nisso, a Skip Hop trouxe a Mochila Zoo da Skip Hop. Confeccionado em lona, o acessório é resistente e super fácil de limpar. Os fechos em zíper dão mais praticidade no manuseio pela criançada, e os bolsos, frontal e lateral, facilitam no armazenamento de objetos mais importantes e urgentes. Livre de Ftalatos, PVC e BPA, não traz riscos à saúde da meninada. É a Companhia perfeita para os pimpolhos, possui formato de animalzinho com partes em relevo e acolchoadas que permitem a interatividade e muito mais diversão
","159,9","159,9",,5,,,,1
1258,MOCHILA SKIP HOP PORCO ESPINHO,,"Estrutura em lona;
Fabricado em tecido 100% poliéster;Revestimento interno em poliéster; 
Fecho em zíper; 
Bolso frontal com compartimento interno enredado;
Bolso lateral com ajuste em elástico;Alças ajustáveis e acolchoadas; 
Puxadores personalizados; 
Livre de Phtalato, PVC e BPA;
Indicado para crianças com idade acima de 3 anos;
Medidas da mochila: 29,2 x 25,4 cm  (A-L); 
Peso da mochila: 300 g.
","Os pequenos vão adorar a Mochila Zoo da Skip Hop! 
Em formato interativo de bichinho já que toda criança adora animais. E se estes bichinhos se juntassem aos pequenos na escola? Pensando nisso, a Skip Hop trouxe a Mochila Zoo da Skip Hop. Confeccionado em lona, o acessório é resistente e super fácil de limpar. Os fechos em zíper dão mais praticidade no manuseio pela criançada, e os bolsos, frontal e lateral, facilitam no armazenamento de objetos mais importantes e urgentes. Livre de Ftalatos, PVC e BPA, não traz riscos à saúde da meninada. É a Companhia perfeita para os pimpolhos, possui formato de animalzinho com partes em relevo e acolchoadas que permitem a interatividade e muito mais diversão
","159,9","159,9",,5,,,,1
1259,MOCHILA SKIP HOP DINOSSAURO ,,"Estrutura em lona;
Fabricado em tecido 100% poliéster;Revestimento interno em poliéster; 
Fecho em zíper; 
Bolso frontal com compartimento interno enredado;
Bolso lateral com ajuste em elástico;Alças ajustáveis e acolchoadas; 
Puxadores personalizados; 
Livre de Phtalato, PVC e BPA;
Indicado para crianças com idade acima de 3 anos;
Medidas da mochila: 29,2 x 25,4 cm  (A-L); 
Peso da mochila: 300 g.
","Os pequenos vão adorar a Mochila Zoo da Skip Hop! 
Em formato interativo de bichinho já que toda criança adora animais. E se estes bichinhos se juntassem aos pequenos na escola? Pensando nisso, a Skip Hop trouxe a Mochila Zoo da Skip Hop. Confeccionado em lona, o acessório é resistente e super fácil de limpar. Os fechos em zíper dão mais praticidade no manuseio pela criançada, e os bolsos, frontal e lateral, facilitam no armazenamento de objetos mais importantes e urgentes. Livre de Ftalatos, PVC e BPA, não traz riscos à saúde da meninada. É a Companhia perfeita para os pimpolhos, possui formato de animalzinho com partes em relevo e acolchoadas que permitem a interatividade e muito mais diversão
","159,9","159,9",,5,,,,1
